nu_inscricao,nota_cn,nota_ch,nota_lc,nota_mt,media_aluno,nota_redacao,escola_do_aluno,escola_da_prova,faixa_etaria,tipo_escola,genero,cor_raca,sigla_estado,Estado,estado_civil,quantidade_total,quantidade_desistentes,quantidade_aplicantes,metrica_celular,metrica_computador,metrica_internet,escola_r_u,renda_mensal,lingua_estrangeira
190001006747,504,508,512,516,510.0,440,,Tailândia,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005563508,,508,512,,255.0,0,,Picuí,21 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004169153,504,508,512,516,510.0,560,,Salvador,25 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190003741070,504,508,512,516,510.0,560,,Salvador,19 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190005274739,504,508,512,516,510.0,760,,Três Cora�ões,23 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190002390343,505,508,512,518,510.75,580,,Barão de Cocais,Entre 36 e 40 anos,null,F,Preta,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190001203839,503,508,512,515,509.5,520,,Barão de Grajaú,Entre 41 e 45 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005175772,503,508,512,515,509.5,640,,Crateús,Entre 26 e 30 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190004469339,503,508,512,515,509.5,740,,Rio Branco,22 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Não,Não,Não,null,"Até R$ 998,00",Espanhol
190005882318,506,508,512,517,510.75,300,,Curitiba,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 9.980,01 até R$ 11.976,00",Inglês
190002379511,503,508,512,515,509.5,580,,Carangola,20 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,Nenhuma renda,Espanhol
190004041894,504,508,512,516,510.0,840,,Mogi das Cruzes,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 6.986,01 até R$ 7.984,00",Inglês
190005578772,506,508,512,517,510.75,240,,Cajazeiras,Entre 66 e 70 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190005288275,504,508,512,516,510.0,720,,Jequié,23 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190002739558,504,508,512,516,510.0,340,,Brasília,19 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190004431497,504,508,512,516,510.0,480,,Caruaru,20 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190005339897,506,508,512,517,510.75,580,,Mococa,17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190005635533,503,508,512,515,509.5,700,,Jaboatão dos Guararapes,23 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190004182047,505,508,512,518,510.75,320,,Salvador,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004743336,506,508,512,517,510.75,560,,São Paulo,25 anos,null,M,Parda,,null,Não,5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004743413,,508,512,,255.0,720,,São Paulo,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001674120,506,508,512,517,510.75,520,,Fortaleza,17 anos,null,F,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003824117,504,508,512,516,510.0,900,,Belo Horizonte,Menor de 17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 8.982,01 até R$ 9.980,00",Inglês
190002416797,505,508,512,518,510.75,680,,Anchieta,17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 3.992,01 até R$ 4.990,00",Inglês
190005330881,503,508,512,515,509.5,640,,Santo André,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005791307,506,508,512,517,510.75,560,,Belém,Entre 41 e 45 anos,null,M,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 7.984,01 até R$ 8.982,00",Espanhol
190002754027,503,508,512,515,509.5,680,,Campina Grande,23 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Espanhol
190005906550,503,508,512,515,509.5,460,,Irati,Entre 31 e 35 anos,null,M,Branca,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190004419922,503,508,512,515,509.5,780,,Cascavel,18 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190005168990,506,508,512,517,510.75,820,,Bom Jardim,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Não,null,Nenhuma renda,Espanhol
190004434933,503,508,512,515,509.5,520,,Recife,Entre 36 e 40 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190002767746,504,508,512,516,510.0,420,,Campina Grande,Entre 36 e 40 anos,null,M,Branca,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Espanhol
190002695754,503,508,512,515,509.5,640,,Fortaleza,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003771913,504,508,512,516,510.0,160,,Juazeiro,Menor de 17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001466437,503,508,512,515,509.5,260,,Campina Grande,Entre 51 e 55 anos,null,M,Parda,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004045535,505,508,512,518,510.75,800,,Castro,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 9.980,01 até R$ 11.976,00",Inglês
190002060646,505,508,512,518,510.75,620,,Barreirinhas,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004466001,505,508,512,518,510.75,500,,Colorado do Oeste,17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190002311303,504,508,512,516,510.0,880,,Amparo,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Espanhol
190004788943,503,508,512,515,509.5,680,,Curitiba,Menor de 17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190006052207,504,508,512,516,510.0,700,,Brasília,Menor de 17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 3.992,01 até R$ 4.990,00",Inglês
190002923854,504,508,512,516,510.0,580,,Pilar,Entre 26 e 30 anos,null,M,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190002803365,503,508,512,515,509.5,480,,Campina Grande,24 anos,null,M,Preta,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001095045,503,508,512,515,509.5,460,,São Luís,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190002325265,506,508,512,517,510.75,720,,Taboão da Serra,19 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 5.988,01 até R$ 6.986,00",Inglês
190004824049,503,508,512,515,509.5,620,,Imperatriz,Menor de 17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001744207,504,508,512,516,510.0,620,,Campo Grande,Menor de 17 anos,null,M,Indígena,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190004933318,504,508,512,516,510.0,600,,Miracema do Tocantins,Entre 31 e 35 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190005566484,504,508,512,516,510.0,900,,Remígio,Entre 31 e 35 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 4.990,01 até R$ 5.988,00",Espanhol
190002370102,504,508,512,516,510.0,440,,Belo Horizonte,Entre 31 e 35 anos,null,F,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005840860,503,508,512,515,509.5,560,,Bauru,18 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005549048,505,508,512,518,510.75,480,,Paço do Lumiar,Menor de 17 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190006077426,505,508,512,518,510.75,560,,Rio das Ostras,22 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004548927,503,508,512,515,509.5,860,,Belo Horizonte,22 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190005407052,504,508,512,516,510.0,600,,Parintins,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190002435900,505,508,512,518,510.75,620,,Valença,21 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190005185163,505,508,512,518,510.75,480,,Icapuí,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190004094510,504,508,512,516,510.0,600,,Vilhena,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190002776105,503,508,512,515,509.5,460,,Recife,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190003164204,504,508,512,516,510.0,780,,São João de Meriti,19 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Espanhol
190005784450,506,508,512,517,510.75,580,,Sete Lagoas,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190005200123,506,508,512,517,510.75,720,,Olinda,Menor de 17 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190005113964,505,508,512,518,510.75,500,,Rio de Janeiro,Entre 51 e 55 anos,null,M,Parda,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190005721827,506,508,512,517,510.75,580,,Ibicaraí,23 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005766911,504,508,512,516,510.0,520,,Belém,Entre 26 e 30 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005169943,506,508,512,517,510.75,660,,Fortaleza,19 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Inglês
190003001375,506,508,512,517,510.75,440,,Rondonópolis,19 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190004128492,504,508,512,516,510.0,640,,Brasília,Entre 26 e 30 anos,null,M,Parda,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 3.992,01 até R$ 4.990,00",Inglês
190004302496,505,508,512,518,510.75,460,,Manaus,19 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190004545304,506,508,512,517,510.75,360,,Ituiutaba,17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190005671539,506,508,512,517,510.75,680,,Salvador,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190005469024,505,508,512,518,510.75,680,,Teresina,Menor de 17 anos,null,F,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190005605586,503,508,512,515,509.5,540,,Eunápolis,25 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Inglês
190005666230,505,508,512,518,510.75,280,,Jequié,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190005185758,505,508,512,518,510.75,640,,Fortaleza,Menor de 17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004385601,506,508,512,517,510.75,580,,Diadema,22 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Inglês
190005032469,504,508,512,516,510.0,620,,Campina Grande,23 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005047893,503,508,512,515,509.5,560,,Sobral,21 anos,null,M,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190001557260,504,508,512,516,510.0,560,,Rio de Janeiro,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001128294,503,508,512,515,509.5,580,,Água Branca,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190004156920,503,508,512,515,509.5,200,,Boa Viagem,23 anos,null,F,Indígena,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190003418384,504,508,512,516,510.0,540,,Porto Velho,Entre 46 e 50 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190001730762,505,508,512,518,510.75,740,,Joinville,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 9.980,01 até R$ 11.976,00",Inglês
190001679813,503,508,512,515,509.5,520,,Uberaba,17 anos,null,M,Amarela,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190002399938,506,508,512,517,510.75,560,,Vila Velha,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190002268856,505,508,512,518,510.75,0,,Itabuna,18 anos,null,M,Amarela,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190002077988,505,508,512,518,510.75,700,,Pinheiro,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190001904486,503,508,512,515,509.5,780,,Goioerê,17 anos,null,M,Amarela,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 7.984,01 até R$ 8.982,00",Inglês
190005234143,504,508,512,516,510.0,340,,Campo Bom,Entre 26 e 30 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190001376025,506,508,512,517,510.75,920,,Vitória de Santo Antão,18 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Inglês
190002663517,506,508,512,517,510.75,840,,Primavera do Leste,17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
190004948011,506,508,512,517,510.75,800,,Ananindeua,22 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190005695014,503,508,512,515,509.5,560,,Teresina,Entre 36 e 40 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190005793729,506,508,512,517,510.75,620,,Belém,17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 3.992,01 até R$ 4.990,00",Inglês
190001819092,506,508,512,517,510.75,560,,Santo André,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190001378460,504,508,512,516,510.0,700,,Jaboatão dos Guararapes,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.994,01 até R$ 3.992,00",Inglês
190002139848,505,508,512,518,510.75,620,,Paramirim,Menor de 17 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Não,null,"Até R$ 998,00",Espanhol
190005773231,503,508,512,515,509.5,700,,Andradas,17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190005433141,504,508,512,516,510.0,500,,Belém,21 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190003433160,,508,512,,255.0,0,,Bom Conselho,18 anos,null,M,Branca,,null,Não,5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190004434077,503,508,512,515,509.5,320,,Pau dos Ferros,Entre 36 e 40 anos,null,F,Parda,,null,Não,5095171,1160010,3935161,Sim,Não,Sim,null,Nenhuma renda,Espanhol
190003041932,506,508,512,517,510.75,360,,Macapá,18 anos,null,F,Amarela,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190002311916,505,508,512,518,510.75,760,,São Paulo,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 8.982,01 até R$ 9.980,00",Inglês
190003764904,504,508,512,516,510.0,560,,Brasília,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004122821,506,508,512,517,510.75,840,,São Domingos do Maranhão,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 6.986,01 até R$ 7.984,00",Inglês
190004236396,,508,512,,255.0,460,,Itanhaém,Menor de 17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Espanhol
190002380415,506,508,512,517,510.75,780,,Sete Lagoas,20 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Espanhol
190003954852,503,508,512,515,509.5,620,,São Luís,Entre 26 e 30 anos,null,M,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Não,Não,null,Nenhuma renda,Inglês
190005705790,505,508,512,518,510.75,940,,Fortaleza,18 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 4.990,01 até R$ 5.988,00",Inglês
190004987725,504,508,512,516,510.0,480,,São Mateus,20 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Inglês
190004872235,503,510,513,515,510.25,440,,Aparecida de Goiânia,Entre 46 e 50 anos,null,M,Parda,,null,Casado(a)/Mora com companheiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Espanhol
190004889023,505,510,513,518,511.5,520,,Guaramirim,19 anos,null,M,Branca,,null,Divorciado(a)/Desquitado(a)/Separado(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190004974753,504,510,513,516,510.75,560,,Araguari,19 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Inglês
190003754716,503,510,513,515,510.25,400,,Brasília,24 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004430863,504,510,513,516,510.75,880,,Mossoró,21 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Até R$ 998,00",Inglês
190002083742,505,510,513,518,511.5,520,,São Paulo,19 anos,null,M,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,Nenhuma renda,Espanhol
190004411149,505,510,513,518,511.5,560,,Recife,Menor de 17 anos,null,F,Branca,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"Mais de R$ 19.960,00",Inglês
190004380980,506,510,513,517,511.5,800,,Rio de Janeiro,20 anos,null,F,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 9.980,01 até R$ 11.976,00",Espanhol
190005719483,503,510,513,515,510.25,300,,Montes Claros,19 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190001195936,505,510,513,518,511.5,580,,Santana,23 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190001177984,505,510,513,518,511.5,420,,Balsas,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Não,Não,Não,null,"De R$ 998,01 até R$ 1.497,00",Espanhol
190003891173,505,510,513,518,511.5,500,,João Pessoa,18 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 998,01 até R$ 1.497,00",Inglês
190004164711,505,510,513,518,511.5,460,,Guaraciaba do Norte,17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Inglês
190001032536,506,510,513,517,511.5,440,,Eldorado do Carajás,20 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190004915829,505,510,513,518,511.5,580,,Rolim de Moura,Entre 26 e 30 anos,null,F,Preta,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"Até R$ 998,00",Espanhol
190003947393,506,510,513,517,511.5,740,,Abaetetuba,20 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190003663781,506,510,513,517,511.5,680,,São Paulo,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 3.992,01 até R$ 4.990,00",Inglês
190003710068,504,510,513,516,510.75,480,,São Paulo,Menor de 17 anos,null,M,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Sim,null,"De R$ 2.495,01 até R$ 2.994,00",Inglês
190003582990,505,510,513,518,511.5,480,,Trairi,Entre 26 e 30 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Não,Não,null,"Até R$ 998,00",Espanhol
190005587473,503,510,513,515,510.25,600,,Petrolina,18 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Espanhol
190004980875,505,510,513,518,511.5,280,,Pedro Leopoldo,19 anos,null,F,Parda,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.497,01 até R$ 1.996,00",Inglês
190002406387,504,510,513,516,510.75,720,,Serra,20 anos,null,M,Não declarado,,null,Solteiro(a),5095171,1160010,3935161,Sim,Sim,Sim,null,"De R$ 1.996,01 até R$ 2.495,00",Inglês
